Time,SP,PV,OP,error
1514,-0.99994,-1.4239,-0.8382,1.4239
1515,-0.99994,-1.4472,-0.87517,1.4472
1516,-0.99994,-1.5786,-0.98595,1.5786
1517,-0.99994,-1.549,-0.94905,1.549
1518,-0.99994,-1.2777,-0.8382,1.2777
1519,-0.99994,-1.4833,-0.94905,1.4833
1520,-0.99994,-1.6316,-1.0968,1.6316
1521,-0.99994,-1.3073,-0.87517,1.3073
1522,-0.99994,-1.7482,-1.2076,1.7482
1523,-0.99994,-1.602,-1.1338,1.602
1524,-0.99994,-1.5193,-1.0968,1.5193
1525,-0.99994,-1.3582,-1.0229,1.3582
1526,-0.99994,-1.5871,-1.1707,1.5871
1527,-0.99994,-1.6592,-1.2445,1.6592
1528,-0.99994,-1.6316,-1.2815,1.6316
1529,-0.99994,-1.6825,-1.3184,1.6825
1530,-0.99994,-1.0572,-0.94905,1.0572
1531,-0.99994,-1.1526,-1.0229,1.1526
1532,-0.99994,-1.5045,-1.2815,1.5045
1533,-0.99994,-1.4684,-1.2445,1.4684
1534,-0.99994,-1.5935,-1.3554,1.5935
1535,-0.99994,-1.4981,-1.2815,1.4981
1536,-0.99994,-1.549,-1.3554,1.549
1537,-0.99994,-1.4176,-1.2815,1.4176
1538,-0.99994,-1.4917,-1.3554,1.4917
1539,-0.99994,-1.337,-1.3184,1.337
1540,-0.99994,-1.284,-1.2815,1.284
1541,-0.99994,-1.3582,-1.3554,1.3582
1542,-0.99994,-1.6444,-1.5401,1.6444
1543,-0.99994,-1.1293,-1.2445,1.1293
1544,-0.99994,-1.2925,-1.3554,1.2925
1545,-0.99994,-1.0572,-1.2445,1.0572
1546,-0.99994,-1.5426,-1.5401,1.5426
1547,-0.99994,-1.3879,-1.5031,1.3879
1548,-0.99994,-1.3794,-1.4662,1.3794
1549,-0.99994,-1.0721,-1.3184,1.0721
1550,-0.99994,-0.76896,-1.1338,0.76896
1551,-0.99994,-1.4324,-1.5401,1.4324
1552,-0.99994,-0.89402,-1.2445,0.89402
1553,-0.99994,-0.63754,-1.0968,0.63754
1554,-0.99994,-1.3137,-1.5031,1.3137
1555,-0.99994,-0.77744,-1.2076,0.77744
1556,-0.99994,-1.0339,-1.3923,1.0339
1557,-0.99994,-0.9682,-1.3554,0.9682
1558,-0.99994,-1.0933,-1.4662,1.0933
1559,-0.99994,-0.83467,-1.2815,0.83467
1560,-0.99994,-1.2268,-1.577,1.2268
1561,-0.99994,-1.0721,-1.4662,1.0721
1562,-0.99994,-0.98304,-1.4293,0.98304
1563,-0.99994,-0.59303,-1.2076,0.59303
1564,-0.99994,-0.66722,-1.2445,0.66722
1565,-0.99994,-0.6439,-1.2445,0.6439
1566,-0.99994,-0.90249,-1.4293,0.90249
1567,-0.99994,-0.50401,-1.2076,0.50401
1568,-0.99994,-1.0127,-1.5031,1.0127
1569,-0.99994,-0.53368,-1.2076,0.53368
1570,-0.99994,-0.20303,-1.0229,0.20303
1571,-0.99994,-0.58455,-1.2815,0.58455
1572,-0.99994,-0.41711,-1.1707,0.41711
1573,-0.99994,-0.50401,-1.2445,0.50401
1574,-0.99994,-0.49765,-1.2076,0.49765
1575,-0.99994,-0.34292,-1.1707,0.34292
1576,-0.99994,-0.36412,-1.1707,0.36412
1577,-0.99994,-0.51885,-1.2815,0.51885
1578,-0.99994,-0.40227,-1.2076,0.40227
1579,-0.99994,-0.56336,-1.3184,0.56336
1580,-0.99994,-0.33444,-1.1707,0.33444
1581,-0.99994,-0.20939,-1.0968,0.20939
1582,-0.99994,-0.26238,-1.1338,0.26238
1583,-0.99994,-0.31325,-1.1707,0.31325
1584,-0.99994,-0.29205,-1.1707,0.29205
1585,-0.99994,-0.17971,-1.0968,0.17971
1586,-0.99994,-0.054655,-1.0229,0.054655
1587,-0.99994,-0.34928,-1.2076,0.34928
1588,-0.99994,-0.61423,-1.3554,0.61423
1589,-0.99994,-0.20303,-1.0968,0.20303
1590,-0.99994,0.12763,-0.91207,-0.12763
1591,-0.99994,-0.27721,-1.1707,0.27721
1592,-0.99994,-0.13732,-1.0598,0.13732
1593,-0.99994,-0.21786,-1.1707,0.21786
1594,-0.99994,-0.29841,-1.2076,0.29841
1595,-0.99994,0.19546,-0.91207,-0.19546
1596,-0.99994,-0.15216,-1.1338,0.15216
1597,-0.99994,0.061923,-0.98595,-0.061923
1598,-0.99994,-0.16699,-1.1338,0.16699
1599,-0.99994,0.21029,-0.87517,-0.21029
1600,-0.99994,0.12127,-0.94905,-0.12127
1601,-0.99994,0.070401,-0.98595,-0.070401
1602,-0.99994,-0.114,-1.0968,0.114
1603,-0.99994,-0.0037849,-1.0229,0.0037849
1604,-0.99994,0.011052,-0.98595,-0.011052
1605,-0.99994,0.31204,-0.80129,-0.31204
1606,-0.99994,-0.018622,-0.98595,0.018622
1607,-0.99994,0.32051,-0.80129,-0.32051
1608,-0.99994,0.047085,-0.94905,-0.047085
1609,-0.99994,0.1573,-0.87517,-0.1573
1610,-0.99994,-0.054655,-1.0229,0.054655
1611,-0.99994,0.17214,-0.87517,-0.17214
1612,-0.99994,0.14247,-0.91207,-0.14247
1613,-0.99994,-0.0037849,-0.98595,0.0037849
1614,-0.99994,0.091597,-0.91207,-0.091597
1615,-0.99994,0.19546,-0.87517,-0.19546
1616,-0.99994,0.33535,-0.76432,-0.33535
1617,-0.99994,0.31204,-0.80129,-0.31204
1618,-0.99994,0.5028,-0.65348,-0.5028
1619,-0.99994,0.44557,-0.69045,-0.44557
1620,-0.99994,0.6872,-0.50572,-0.6872
1621,-0.99994,0.40106,-0.69045,-0.40106
1622,-0.99994,0.65117,-0.54269,-0.65117
1623,-0.99994,0.71052,-0.50572,-0.71052
1624,-0.99994,0.71688,-0.46882,-0.71688
1625,-0.99994,0.78259,-0.43185,-0.78259
1626,-0.99994,0.68085,-0.46882,-0.68085
1627,-0.99994,0.67237,-0.50572,-0.67237
1628,-0.99994,0.66601,-0.46882,-0.66601
1629,-0.99994,0.52611,-0.54269,-0.52611
1630,-0.99994,0.63633,-0.46882,-0.63633
1631,-0.99994,0.73172,-0.43185,-0.73172
1632,-0.99994,0.71052,-0.39488,-0.71052
1633,-0.99994,0.99031,-0.21022,-0.99031
1634,-0.99994,0.86525,-0.2841,-0.86525
1635,-0.99994,1.1811,-0.062402,-1.1811
1636,-0.99994,0.87161,-0.24713,-0.87161
1637,-0.99994,1.1366,-0.099373,-1.1366
1638,-0.99994,0.83558,-0.24713,-0.83558
1639,-0.99994,0.85041,-0.24713,-0.85041
1640,-0.99994,0.77623,-0.2841,-0.77623
1641,-0.99994,0.87161,-0.17325,-0.87161
1642,-0.99994,0.96063,-0.13634,-0.96063
1643,-0.99994,1.2404,0.048378,-1.2404
1644,-0.99994,1.1874,0.048378,-1.1874
1645,-0.99994,1.056,-0.025497,-1.056
1646,-0.99994,0.99031,-0.025497,-0.99031
1647,-0.99994,1.0327,0.011474,-1.0327
1648,-0.99994,1.0624,0.011474,-1.0624
1649,-0.99994,1.1959,0.12225,-1.1959
1650,-0.99994,1.2404,0.15923,-1.2404
1651,-0.99994,1.2319,0.19613,-1.2319
1652,-0.99994,1.1726,0.15923,-1.1726
1653,-0.99994,1.3803,0.30698,-1.3803
1654,-0.99994,1.2107,0.2331,-1.2107
1655,-0.99994,1.1302,0.19613,-1.1302
1656,-0.99994,1.2107,0.27007,-1.2107
1657,-0.99994,1.2849,0.34395,-1.2849
1658,-0.99994,1.1874,0.27007,-1.1874
1659,-0.99994,1.4905,0.45473,-1.4905
1660,-0.99994,1.2404,0.34395,-1.2404
1661,-0.99994,1.3951,0.45473,-1.3951
1662,-0.99994,1.446,0.5286,-1.446
1663,-0.99994,1.1005,0.30698,-1.1005
1664,-0.99994,1.2616,0.41782,-1.2616
1665,-0.99994,1.3358,0.4917,-1.3358
1666,-0.99994,1.2701,0.4917,-1.2701
1667,-0.99994,1.3273,0.5286,-1.3273
1668,-0.99994,1.4969,0.63945,-1.4969
1669,-0.99994,1.357,0.56558,-1.357
1670,-0.99994,1.3655,0.60255,-1.3655
1671,-0.99994,1.4524,0.71333,-1.4524
1672,-0.99994,1.6961,0.86108,-1.6961
1673,-0.99994,1.4672,0.7503,-1.4672
1674,-0.99994,1.4757,0.7503,-1.4757
1675,-0.99994,1.6516,0.89805,-1.6516
1676,-0.99994,1.4969,0.7872,-1.4969
1677,-0.99994,1.4524,0.82417,-1.4524
1678,-0.99994,1.5414,0.89805,-1.5414
1679,-0.99994,1.5923,0.93502,-1.5923
1680,-0.99994,1.3867,0.86108,-1.3867
1681,-0.99994,1.3803,0.82417,-1.3803
1682,-0.99994,1.4821,0.93502,-1.4821
1683,-0.99994,1.3655,0.86108,-1.3655
1684,-0.99994,1.6453,1.0829,-1.6453
1685,-0.99994,1.5711,1.0458,-1.5711
1686,-0.99994,1.7025,1.1567,-1.7025
1687,-0.99994,1.7555,1.2305,-1.7555
1688,-0.99994,1.4375,1.0089,-1.4375
1689,-0.99994,1.8805,1.3416,-1.8805
1690,-0.99994,1.5499,1.1567,-1.5499
1691,-0.99994,1.5774,1.1933,-1.5774
1692,-0.99994,1.7025,1.3043,-1.7025
1693,-0.99994,1.6219,1.2678,-1.6219
1694,-0.99994,1.7258,1.3416,-1.7258
1695,-0.99994,1.4905,1.2305,-1.4905
1696,-0.99994,1.4821,1.2305,-1.4821
1697,-0.99994,1.711,1.4154,-1.711
1698,-0.99994,1.7406,1.452,-1.7406
1699,-0.99994,1.6071,1.3781,-1.6071
1700,-0.99994,1.4821,1.3416,-1.4821
1701,-0.99994,1.6749,1.452,-1.6749
1702,-0.99994,1.3803,1.3043,-1.3803
1703,-0.99994,1.2256,1.2305,-1.2256
1704,-0.99994,1.3803,1.3416,-1.3803
1705,-0.99994,1.3867,1.3781,-1.3867
1706,-0.99994,1.4757,1.452,-1.4757
1707,-0.99994,1.2913,1.3416,-1.2913
1708,-0.99994,1.1726,1.3043,-1.1726
1709,-0.99994,1.2107,1.3416,-1.2107
1710,-0.99994,1.1154,1.3043,-1.1154
1711,-0.99994,1.2849,1.4154,-1.2849
1712,-0.99994,1.2404,1.4154,-1.2404
1713,-0.99994,1.1217,1.3416,-1.1217
1714,-0.99994,1.535,1.6368,-1.535
1715,-0.99994,1.2404,1.452,-1.2404
1716,-0.99994,0.98183,1.3416,-0.98183
1717,-0.99994,1.1874,1.452,-1.1874
1718,-0.99994,0.99031,1.3416,-0.99031
1719,-0.99994,0.87161,1.3043,-0.87161
1720,-0.99994,0.99667,1.3781,-0.99667
1721,-0.99994,1.0857,1.4154,-1.0857
1722,-0.99994,1.0051,1.4154,-1.0051
1723,-0.99994,0.98183,1.4154,-0.98183
1724,-0.99994,0.72536,1.2678,-0.72536
1725,-0.99994,1.0857,1.4892,-1.0857
1726,-0.99994,1.0624,1.4892,-1.0624
1727,-0.99994,0.74019,1.3416,-0.74019
1728,-0.99994,0.83558,1.3781,-0.83558
1729,-0.99994,1.1217,1.563,-1.1217
1730,-0.99994,0.65117,1.3043,-0.65117
1731,-0.99994,0.65117,1.3043,-0.65117
1732,-0.99994,0.6872,1.3416,-0.6872
1733,-0.99994,0.46041,1.1933,-0.46041
1734,-0.99994,0.51128,1.2305,-0.51128
1735,-0.99994,0.64269,1.3416,-0.64269
1736,-0.99994,0.40106,1.1933,-0.40106
1737,-0.99994,0.32687,1.1567,-0.32687
1738,-0.99994,0.62997,1.3416,-0.62997
1739,-0.99994,0.6003,1.3043,-0.6003
1740,-0.99994,0.42225,1.2305,-0.42225
1741,-0.99994,0.53247,1.3043,-0.53247
1742,-0.99994,0.54731,1.3043,-0.54731
1743,-0.99994,0.46677,1.2678,-0.46677
1744,-0.99994,0.45193,1.2678,-0.45193
1745,-0.99994,0.35019,1.1933,-0.35019
1746,-0.99994,0.1573,1.0829,-0.1573
1747,-0.99994,0.40106,1.2678,-0.40106
1748,-0.99994,0.35655,1.2305,-0.35655
1749,-0.99994,0.47524,1.3043,-0.47524
1750,-0.99994,0.20182,1.1195,-0.20182
1751,-0.99994,0.31204,1.1933,-0.31204
1752,-0.99994,0.032248,1.0458,-0.032248
1753,-0.99994,0.21029,1.1567,-0.21029
1754,-0.99994,0.33535,1.2305,-0.33535
1755,-0.99994,-0.0271,1.0089,0.0271
1756,-0.99994,0.40106,1.3043,-0.40106
1757,-0.99994,0.21029,1.1933,-0.21029
1758,-0.99994,0.23785,1.1933,-0.23785
1759,-0.99994,0.091597,1.1195,-0.091597
1760,-0.99994,-0.29841,0.86108,0.29841
1761,-0.99994,0.1573,1.1567,-0.1573
1762,-0.99994,0.047085,1.0829,-0.047085
1763,-0.99994,-0.069492,1.0089,0.069492
1764,-0.99994,0.15095,1.1567,-0.15095
1765,-0.99994,-0.17335,0.93502,0.17335
1766,-0.99994,-0.35776,0.82417,0.35776
1767,-0.99994,-0.033459,1.0089,0.033459
1768,-0.99994,-0.26873,0.82417,0.26873
1769,-0.99994,0.032248,1.0458,-0.032248
1770,-0.99994,-0.20303,0.89805,0.20303
1771,-0.99994,-0.32808,0.7872,0.32808
1772,-0.99994,-0.15216,0.89805,0.15216
1773,-0.99994,-0.51249,0.67642,0.51249
1774,-0.99994,0.18062,1.1195,-0.18062
1775,-0.99994,-0.15852,0.89805,0.15852
1776,-0.99994,-0.37259,0.7872,0.37259
1777,-0.99994,-0.51249,0.67642,0.51249
1778,-0.99994,-0.44466,0.67642,0.44466
1779,-0.99994,-0.47434,0.67642,0.47434
1780,-0.99994,-0.50401,0.63945,0.50401
1781,-0.99994,-0.53368,0.63945,0.53368
1782,-0.99994,-0.26873,0.7872,0.26873
1783,-0.99994,-0.41711,0.71333,0.41711
1784,-0.99994,-0.81347,0.41782,0.81347
1785,-0.99994,-0.51249,0.60255,0.51249
1786,-0.99994,-0.47434,0.63945,0.47434
1787,-0.99994,-0.37895,0.71333,0.37895
1788,-0.99994,-0.61423,0.56558,0.61423
1789,-0.99994,-0.50401,0.56558,0.50401
1790,-0.99994,-0.49765,0.60255,0.49765
1791,-0.99994,-0.31325,0.71333,0.31325
1792,-0.99994,-0.82195,0.38085,0.82195
1793,-0.99994,-0.70325,0.45473,0.70325
1794,-0.99994,-0.65238,0.45473,0.65238
1795,-0.99994,-0.56336,0.4917,0.56336
1796,-0.99994,-1.0933,0.15923,1.0933
1797,-0.99994,-0.79228,0.38085,0.79228
1798,-0.99994,-1.0276,0.19613,1.0276
1799,-0.99994,-0.8495,0.30698,0.8495
1800,-0.99994,-1.0572,0.15923,1.0572
1801,-0.99994,-0.80711,0.27007,0.80711
1802,-0.99994,-0.9682,0.19613,0.9682
1803,-0.99994,-0.92369,0.19613,0.92369
1804,-0.99994,-0.99788,0.12225,0.99788
1805,-0.99994,-1.0636,0.08535,1.0636
1806,-0.99994,-0.91733,0.12225,0.91733
1807,-0.99994,-1.159,-0.025497,1.159
1808,-0.99994,-1.1526,-0.025497,1.1526
1809,-0.99994,-1.1441,-0.025497,1.1441
1810,-0.99994,-1.2925,-0.13634,1.2925
1811,-0.99994,-1.2543,-0.13634,1.2543
1812,-0.99994,-1.4833,-0.2841,1.4833
1813,-0.99994,-1.0784,-0.062402,1.0784
1814,-0.99994,-1.2925,-0.21022,1.2925
1815,-0.99994,-0.94701,-0.025497,0.94701
1816,-0.99994,-1.3582,-0.2841,1.3582
1817,-0.99994,-1.2035,-0.21022,1.2035
1818,-0.99994,-1.2628,-0.24713,1.2628
1819,-0.99994,-1.3137,-0.2841,1.3137
1820,-0.99994,-1.5278,-0.46882,1.5278
1821,-0.99994,-1.1886,-0.2841,1.1886
1822,-0.99994,-1.4239,-0.43185,1.4239
1823,-0.99994,-1.5278,-0.54269,1.5278
1824,-0.99994,-1.638,-0.61657,1.638
1825,-0.99994,-1.4621,-0.54269,1.4621
1826,-0.99994,-1.5426,-0.5796,1.5426
1827,-0.99994,-1.6083,-0.65348,1.6083
1828,-0.99994,-1.7419,-0.80129,1.7419
1829,-0.99994,-1.7037,-0.76432,1.7037
1830,-0.99994,-1.4324,-0.61657,1.4324
1831,-0.99994,-1.6232,-0.76432,1.6232
1832,-0.99994,-1.6232,-0.80129,1.6232
1833,-0.99994,-1.4536,-0.69045,1.4536
1834,-0.99994,-1.6083,-0.80129,1.6083
1835,-0.99994,-1.7185,-0.91207,1.7185
1836,-0.99994,-1.7037,-0.91207,1.7037
1837,-0.99994,-1.7185,-0.94905,1.7185
1838,-0.99994,-1.8521,-1.0598,1.8521
1839,-0.99994,-1.727,-0.98595,1.727
1840,-0.99994,-1.7567,-1.0598,1.7567
1841,-0.99994,-1.6592,-1.0229,1.6592
1842,-0.99994,-1.9687,-1.2076,1.9687
1843,-0.99994,-1.6316,-1.0598,1.6316
1844,-0.99994,-1.6592,-1.0968,1.6592
1845,-0.99994,-1.8881,-1.2445,1.8881
1846,-0.99994,-1.8733,-1.2815,1.8733
1847,-0.99994,-1.549,-1.0968,1.549
1848,-0.99994,-1.7991,-1.2815,1.7991
1849,-0.99994,-1.7482,-1.2815,1.7482
1850,-0.99994,-1.9623,-1.3923,1.9623
1851,-0.99994,-1.8224,-1.3554,1.8224
1852,-0.99994,-1.7037,-1.3184,1.7037
1853,-0.99994,-1.6083,-1.2445,1.6083
1854,-0.99994,-1.5129,-1.2445,1.5129
1855,-0.99994,-1.7334,-1.3923,1.7334
1856,-0.99994,-1.6677,-1.3554,1.6677
1857,-0.99994,-1.7991,-1.5031,1.7991
1858,-0.99994,-1.4176,-1.2445,1.4176
1859,-0.99994,-1.3667,-1.2445,1.3667
1860,-0.99994,-1.5278,-1.3554,1.5278
1861,-0.99994,-1.6528,-1.4662,1.6528
1862,-0.99994,-1.6444,-1.5031,1.6444
1863,-0.99994,-1.3222,-1.2815,1.3222
1864,-0.99994,-1.159,-1.2445,1.159
1865,-0.99994,-1.4472,-1.4293,1.4472
1866,-0.99994,-1.4239,-1.4293,1.4239
1867,-0.99994,-1.4536,-1.4662,1.4536
1868,-0.99994,-1.2628,-1.3554,1.2628
1869,-0.99994,-1.2035,-1.3184,1.2035
1870,-0.99994,-1.2543,-1.3923,1.2543
1871,-0.99994,-1.3222,-1.4293,1.3222
1872,-0.99994,-1.2183,-1.4293,1.2183
1873,-0.99994,-1.5935,-1.6509,1.5935
1874,-0.99994,-1.2692,-1.5031,1.2692
1875,-0.99994,-1.3073,-1.5031,1.3073
1876,-0.99994,-0.84315,-1.2076,0.84315
1877,-0.99994,-1.3073,-1.5401,1.3073
1878,-0.99994,-1.1674,-1.4662,1.1674
1879,-0.99994,-0.93217,-1.3554,0.93217
1880,-0.99994,-1.3222,-1.577,1.3222
1881,-0.99994,-0.98304,-1.3923,0.98304
1882,-0.99994,-0.97456,-1.4293,0.97456
1883,-0.99994,-0.75412,-1.2815,0.75412
1884,-0.99994,-1.1229,-1.5401,1.1229
1885,-0.99994,-0.93217,-1.4293,0.93217
1886,-0.99994,-0.96184,-1.4293,0.96184
1887,-0.99994,-0.93853,-1.4662,0.93853
1888,-0.99994,-0.77744,-1.3554,0.77744
1889,-0.99994,-0.88766,-1.4293,0.88766
1890,-0.99994,-0.88766,-1.4662,0.88766
1891,-0.99994,-0.49765,-1.2076,0.49765
1892,-0.99994,-0.73293,-1.3554,0.73293
1893,-0.99994,-0.62271,-1.3554,0.62271
1894,-0.99994,-0.53368,-1.2815,0.53368
1895,-0.99994,-0.39379,-1.2076,0.39379
1896,-0.99994,-0.7838,-1.4293,0.7838
1897,-0.99994,-0.52733,-1.2815,0.52733
1898,-0.99994,-0.65874,-1.3923,0.65874
1899,-0.99994,-0.48917,-1.2815,0.48917
1900,-0.99994,-0.60787,-1.3554,0.60787
1901,-0.99994,-0.26238,-1.1338,0.26238
1902,-0.99994,-0.48281,-1.2815,0.48281
1903,-0.99994,-0.26238,-1.1338,0.26238
1904,-0.99994,-0.38743,-1.2445,0.38743
1905,-0.99994,-0.41711,-1.2445,0.41711
1906,-0.99994,-0.4383,-1.2815,0.4383
1907,-0.99994,-0.48281,-1.3184,0.48281
1908,-0.99994,-0.47434,-1.3184,0.47434
1909,-0.99994,-0.0037849,-1.0229,0.0037849
1910,-0.99994,-0.14368,-1.0968,0.14368
1911,-0.99994,-0.2327,-1.1707,0.2327
1912,-0.99994,-0.39379,-1.2815,0.39379
1913,-0.99994,-0.012263,-1.0229,0.012263
1914,-0.99994,-0.26238,-1.1707,0.26238
1915,-0.99994,-0.10765,-1.1338,0.10765
1916,-0.99994,-0.19455,-1.1707,0.19455
1917,-0.99994,-0.28357,-1.2445,0.28357
1918,-0.99994,-0.063134,-1.0968,0.063134
1919,-0.99994,0.011052,-1.0598,-0.011052
1920,-0.99994,-0.018622,-1.0598,0.018622
1921,-0.99994,-0.15216,-1.1707,0.15216
1922,-0.99994,-0.012263,-1.0598,0.012263
1923,-0.99994,-0.114,-1.1338,0.114
1924,-0.99994,-0.048296,-1.0968,0.048296
1925,-0.99994,0.23149,-0.91207,-0.23149
1926,-0.99994,0.19546,-0.94905,-0.19546
1927,-0.99994,0.19546,-0.94905,-0.19546
1928,-0.99994,0.30568,-0.87517,-0.30568
1929,-0.99994,-0.12884,-1.1338,0.12884
1930,-0.99994,0.30568,-0.87517,-0.30568
1931,-0.99994,0.25269,-0.87517,-0.25269
1932,-0.99994,0.011052,-1.0229,-0.011052
1933,-0.99994,-0.039818,-1.0598,0.039818
1934,-0.99994,0.28236,-0.8382,-0.28236
1935,-0.99994,0.1573,-0.91207,-0.1573
1936,-0.99994,0.11279,-0.94905,-0.11279
1937,-0.99994,0.65117,-0.61657,-0.65117
1938,-0.99994,0.34171,-0.80129,-0.34171
1939,-0.99994,0.18698,-0.91207,-0.18698
1940,-0.99994,0.44557,-0.72735,-0.44557
1941,-0.99994,0.29084,-0.80129,-0.29084
1942,-0.99994,0.13611,-0.91207,-0.13611
1943,-0.99994,0.32687,-0.76432,-0.32687
1944,-0.99994,0.2972,-0.80129,-0.2972
1945,-0.99994,0.49008,-0.69045,-0.49008
1946,-0.99994,0.4159,-0.72735,-0.4159
1947,-0.99994,0.40106,-0.72735,-0.40106
1948,-0.99994,0.42225,-0.72735,-0.42225
1949,-0.99994,0.33535,-0.76432,-0.33535
1950,-0.99994,0.43073,-0.69045,-0.43073
1951,-0.99994,0.45193,-0.65348,-0.45193
1952,-0.99994,0.83558,-0.43185,-0.83558
1953,-0.99994,0.59182,-0.5796,-0.59182
1954,-0.99994,0.81226,-0.39488,-0.81226
1955,-0.99994,0.64269,-0.50572,-0.64269
1956,-0.99994,0.95215,-0.321,-0.95215
1957,-0.99994,0.69568,-0.43185,-0.69568
1958,-0.99994,0.78259,-0.39488,-0.78259
1959,-0.99994,0.65753,-0.46882,-0.65753
1960,-0.99994,0.71688,-0.43185,-0.71688
1961,-0.99994,0.94579,-0.24713,-0.94579
1962,-0.99994,0.69568,-0.39488,-0.69568
1963,-0.99994,0.57063,-0.46882,-0.57063
1964,-0.99994,0.96063,-0.24713,-0.96063
1965,-0.99994,0.68085,-0.35797,-0.68085
1966,-0.99994,0.95215,-0.21022,-0.95215
1967,-0.99994,0.92248,-0.21022,-0.92248
1968,-0.99994,0.97547,-0.13634,-0.97547
1969,-0.99994,1.1302,-0.062402,-1.1302
1970,-0.99994,1.0051,-0.13634,-1.0051
1971,-0.99994,1.0263,-0.099373,-1.0263
1972,-0.99994,0.96699,-0.13634,-0.96699
1973,-0.99994,1.1599,0.048378,-1.1599
1974,-0.99994,0.96699,-0.099373,-0.96699
1975,-0.99994,1.0772,-0.025497,-1.0772
1976,-0.99994,1.2849,0.15923,-1.2849
1977,-0.99994,1.1154,0.048378,-1.1154
1978,-0.99994,1.0327,0.048378,-1.0327
1979,-0.99994,1.1005,0.08535,-1.1005
1980,-0.99994,1.1811,0.12225,-1.1811
1981,-0.99994,1.321,0.2331,-1.321
1982,-0.99994,1.2319,0.19613,-1.2319
1983,-0.99994,1.1154,0.15923,-1.1154
1984,-0.99994,1.2404,0.2331,-1.2404
1985,-0.99994,1.0624,0.15923,-1.0624
1986,-0.99994,1.1514,0.2331,-1.1514
1987,-0.99994,1.711,0.60255,-1.711
1988,-0.99994,1.3655,0.38085,-1.3655
1989,-0.99994,1.1959,0.30698,-1.1959
1990,-0.99994,1.5859,0.56558,-1.5859
1991,-0.99994,1.4248,0.4917,-1.4248
1992,-0.99994,1.8721,0.7872,-1.8721
1993,-0.99994,1.535,0.60255,-1.535
1994,-0.99994,1.6071,0.67642,-1.6071
1995,-0.99994,1.5774,0.67642,-1.5774
1996,-0.99994,1.6516,0.7503,-1.6516
1997,-0.99994,1.7025,0.7872,-1.7025
1998,-0.99994,1.5774,0.7503,-1.5774
1999,-0.99994,1.6601,0.82417,-1.6601
2000,-0.99994,1.9017,0.97193,-1.9017
2001,-0.99994,1.7173,0.89805,-1.7173
2002,-0.99994,1.6008,0.82417,-1.6008
2003,-0.99994,1.7025,0.93502,-1.7025
2004,-0.99994,1.8064,1.0458,-1.8064
2005,-0.99994,1.6368,0.93502,-1.6368
2006,-0.99994,1.7767,1.0458,-1.7767
2007,-0.99994,1.6898,1.0458,-1.6898
2008,-0.99994,1.6961,1.0458,-1.6961
2009,-0.99994,1.747,1.1195,-1.747
2010,-0.99994,1.6368,1.0829,-1.6368
2011,-0.99994,1.6219,1.0829,-1.6219
2012,-0.99994,1.6516,1.1195,-1.6516
2013,-0.99994,1.6665,1.1567,-1.6665
2014,-0.99994,1.7618,1.2305,-1.7618
2015,-0.99994,1.5562,1.1195,-1.5562
2016,-0.99994,1.6898,1.2305,-1.6898
2017,-0.99994,1.9166,1.4154,-1.9166
2018,-0.99994,1.9102,1.4154,-1.9102
2019,-0.99994,1.5499,1.1933,-1.5499
2020,-0.99994,1.6665,1.3043,-1.6665
2021,-0.99994,1.4905,1.2305,-1.4905
2022,-0.99994,1.6156,1.3043,-1.6156
2023,-0.99994,1.8509,1.4892,-1.8509
2024,-0.99994,1.6516,1.4154,-1.6516
2025,-0.99994,1.9102,1.563,-1.9102
2026,-0.99994,1.8,1.563,-1.8
2027,-0.99994,1.3803,1.2678,-1.3803
2028,-0.99994,1.3655,1.3043,-1.3655
2029,-0.99994,1.6156,1.4892,-1.6156
2030,-0.99994,1.4015,1.3781,-1.4015
2031,-0.99994,1.5562,1.4892,-1.5562
2032,-0.99994,1.2765,1.3416,-1.2765
2033,-0.99994,1.3506,1.4154,-1.3506
2034,-0.99994,1.3867,1.452,-1.3867
2035,-0.99994,1.4248,1.4892,-1.4248
2036,-0.99994,1.1366,1.3043,-1.1366
2037,-0.99994,1.1366,1.3416,-1.1366
2038,-0.99994,1.3803,1.4892,-1.3803
2039,-0.99994,1.1811,1.4154,-1.1811
2040,-0.99994,1.4248,1.563,-1.4248
2041,-0.99994,1.0327,1.3781,-1.0327
2042,-0.99994,0.89492,1.2678,-0.89492
2043,-0.99994,1.092,1.4154,-1.092
2044,-0.99994,1.0624,1.4154,-1.0624
2045,-0.99994,1.1514,1.4892,-1.1514
2046,-0.99994,1.0857,1.4154,-1.0857
2047,-0.99994,1.1874,1.5258,-1.1874
2048,-0.99994,0.84193,1.3043,-0.84193
2049,-0.99994,1.0624,1.4892,-1.0624
2050,-0.99994,0.75503,1.3043,-0.75503
2051,-0.99994,0.69568,1.2678,-0.69568
2052,-0.99994,0.8059,1.3781,-0.8059
2053,-0.99994,0.75503,1.3416,-0.75503
2054,-0.99994,1.0115,1.4892,-1.0115
2055,-0.99994,0.76139,1.3416,-0.76139
2056,-0.99994,0.45193,1.1933,-0.45193
2057,-0.99994,1.0412,1.563,-1.0412
2058,-0.99994,0.56215,1.2678,-0.56215
2059,-0.99994,0.66601,1.3416,-0.66601
2060,-0.99994,0.6215,1.3416,-0.6215
2061,-0.99994,0.45193,1.2305,-0.45193
2062,-0.99994,0.74655,1.4154,-0.74655
