PV,OP,,,,pv = (PV1 - mean(PV)),op = (OP1 - mean(OP),,x1 = op^2,x2 = pv^2,,b1
1.3537,-0.38375,,,,1.353699892,-0.383750063,,0.147264111,1.832503398,,1
1.3514,-0.41045,,,,1.351399892,-0.410450063,,0.168469254,1.826281668,,1
1.3094,-0.42875,,,,1.309399892,-0.428750063,,0.183826617,1.714528077,,1
1.3469,-0.46297,,,,1.346899892,-0.462970063,,0.214341279,1.814139319,,1
1.3621,-0.49324,,,,1.362099892,-0.493240063,,0.24328576,1.855316116,,1
1.4158,-0.53192,,,,1.415799892,-0.531920063,,0.282938953,2.004489334,,1
1.4041,-0.5579,,,,1.404099892,-0.557900063,,0.31125248,1.971496507,,1
1.3908,-0.58329,,,,1.390799892,-0.583290063,,0.340227298,1.93432434,,1
1.4017,-0.61354,,,,1.401699892,-0.613540063,,0.376431409,1.964762587,,1
1.359,-0.63268,,,,1.358999892,-0.632680063,,0.400284062,1.846880706,,1
1.2359,-0.63403,,,,1.235899892,-0.634030063,,0.401994121,1.527448543,,1
1.3275,-0.67818,,,,1.327499892,-0.678180063,,0.459928198,1.762255963,,1
1.3209,-0.70347,,,,1.320899892,-0.703470063,,0.49487013,1.744776525,,1
1.3523,-0.73663,,,,1.352299892,-0.736630063,,0.54262385,1.828714998,,1
1.4187,-0.77779,,,,1.418699892,-0.777790063,,0.604957382,2.012709384,,1
1.358,-0.7935,,,,1.357999892,-0.793500063,,0.62964235,1.844163707,,1
1.2807,-0.80448,,,,1.280699892,-0.804480063,,0.647188172,1.640192213,,1
1.1709,-0.80707,,,,1.170899892,-0.807070063,,0.651362087,1.371006557,,1
1.1829,-0.83315,,,,1.182899892,-0.833150063,,0.694139027,1.399252154,,1
1.3407,-0.89019,,,,1.340699892,-0.890190063,,0.792438348,1.7974762,,1
1.358,-0.92079,,,,1.357999892,-0.920790063,,0.84785434,1.844163707,,1
1.4126,-0.95958,,,,1.412599892,-0.959580063,,0.920793897,1.995438455,,1
1.5105,-1.0086,,,,1.510499892,-1.008600063,,1.017274087,2.281609924,,1
1.2325,-0.98047,,,,1.232499892,-0.980470063,,0.961321544,1.519055984,,1
1.0849,-0.97427,,,,1.084899892,-0.974270063,,0.949202156,1.177007776,,1
1.0033,-0.97905,,,,1.003299892,-0.979050063,,0.958539026,1.006610673,,1
0.6854,-0.93234,,,,0.685399892,-0.932340063,,0.869257993,0.469773012,,1
0.45153,-0.89699,,,,0.451529892,-0.896990063,,0.804591173,0.203879243,,1
0.32199,-0.87895,,,,0.321989892,-0.878950063,,0.772553213,0.103677491,,1
0.22994,-0.86621,,,,0.229939892,-0.866210063,,0.750319873,0.052872354,,1
0.037132,-0.8304,,,,0.037131892,-0.830400063,,0.689564265,0.001378777,,1
-0.11375,-0.79956,,,,-0.113750108,-0.799560063,,0.639296294,0.012939087,,1
-0.36901,-0.7437,,,,-0.369010108,-0.743700063,,0.553089784,0.13616846,,1
-0.53007,-0.7026,,,,-0.530070108,-0.702600063,,0.493646849,0.280974319,,1
-0.53866,-0.69041,,,,-0.538660108,-0.690410063,,0.476666055,0.290154712,,1
-0.46807,-0.69473,,,,-0.468070108,-0.694730063,,0.48264986,0.219089626,,1
-0.62097,-0.65333,,,,-0.620970108,-0.653330063,,0.426840171,0.385603875,,1
-0.55123,-0.65581,,,,-0.551230108,-0.655810063,,0.430086839,0.303854632,,1
-0.70467,-0.61263,,,,-0.704670108,-0.612630063,,0.375315594,0.496559961,,1
-0.86884,-0.56411,,,,-0.868840108,-0.564110063,,0.318220163,0.754883133,,1
-0.86096,-0.54857,,,,-0.860960108,-0.548570063,,0.300929114,0.741252308,,1
-1.0237,-0.49721,,,,-1.023700108,-0.497210063,,0.247217847,1.047961911,,1
-0.89694,-0.50363,,,,-0.896940108,-0.503630063,,0.25364324,0.804501557,,1
-1.0434,-0.45498,,,,-1.043400108,-0.454980063,,0.207006858,1.088683785,,1
-1.1082,-0.42062,,,,-1.108200108,-0.420620063,,0.176921237,1.228107479,,1
-1.1447,-0.39091,,,,-1.144700108,-0.390910063,,0.152810677,1.310338337,,1
-1.2791,-0.33982,,,,-1.279100108,-0.339820063,,0.115477675,1.636097086,,1
-1.2141,-0.32811,,,,-1.214100108,-0.328110063,,0.107656213,1.474039072,,1
-1.259,-0.2945,,,,-1.259000108,-0.294500063,,0.086730287,1.585081272,,1
-1.1232,-0.2981,,,,-1.123200108,-0.298100063,,0.088863648,1.261578483,,1
-1.2832,-0.24205,,,,-1.283200108,-0.242050063,,0.058588233,1.646602517,,1
-1.3052,-0.21188,,,,-1.305200108,-0.211880063,,0.044893161,1.703547322,,1
-1.4058,-0.16471,,,,-1.405800108,-0.164710063,,0.027129405,1.976273944,,1
-1.4445,-0.12858,,,,-1.444500108,-0.128580063,,0.016532833,2.086580562,,1
-1.4347,-0.10189,,,,-1.434700108,-0.101890063,,0.010381585,2.0583644,,1
-1.439,-0.072429,,,,-1.439000108,-0.072429063,,0.005245969,2.070721311,,1
-1.4953,-0.031904,,,,-1.495300108,-0.031904063,,0.001017869,2.235922413,,1
-1.4363,-0.014583,,,,-1.436300108,-0.014583063,,0.000212666,2.062958,,1
-1.2424,-0.026871,,,,-1.242400108,-0.026871063,,0.000722054,1.543558028,,1
-1.3449,0.01947,,,,-1.344900108,0.019469937,,0.000379078,1.8087563,,1
-1.3869,0.055074,,,,-1.386900108,0.055073937,,0.003033139,1.92349191,,1
-1.5332,0.11354,,,,-1.533200108,0.113539937,,0.012891317,2.350702571,,1
-1.4113,0.11838,,,,-1.411300108,0.118379937,,0.014013809,1.991767995,,1
-1.4715,0.15916,,,,-1.471500108,0.159159937,,0.025331886,2.165312568,,1
-1.5423,0.20338,,,,-1.542300108,0.203379937,,0.041363399,2.378689623,,1
-1.6123,0.24887,,,,-1.612300108,0.248869937,,0.061936246,2.599511638,,1
-1.4977,0.25681,,,,-1.497700108,0.256809937,,0.065951344,2.243105614,,1
-1.4717,0.28116,,,,-1.471700108,0.281159937,,0.07905091,2.165901208,,1
-1.6213,0.34201,,,,-1.621300108,0.342009937,,0.116970797,2.62861404,,1
-1.4482,0.33782,,,,-1.448200108,0.337819937,,0.11412231,2.097283553,,1
-1.5041,0.37844,,,,-1.504100108,0.378439937,,0.143216786,2.262317135,,1
-1.5534,0.41878,,,,-1.553400108,0.418779937,,0.175376636,2.413051896,,1
-1.5706,0.45336,,,,-1.570600108,0.453359937,,0.205535232,2.466784699,,1
-1.5124,0.47238,,,,-1.512400108,0.472379937,,0.223142805,2.287354087,,1
-1.5607,0.51267,,,,-1.560700108,0.512669937,,0.262830464,2.435784827,,1
-1.5079,0.53263,,,,-1.507900108,0.532629937,,0.28369465,2.273762736,,1
-1.4442,0.54924,,,,-1.444200108,0.549239937,,0.301664508,2.085713952,,1
-1.4321,0.57545,,,,-1.432100108,0.575449937,,0.33114263,2.050910719,,1
-1.4155,0.60046,,,,-1.415500108,0.600459937,,0.360552136,2.003640556,,1
-1.4152,0.62858,,,,-1.415200108,0.628579937,,0.395112737,2.002791346,,1
-1.4053,0.65467,,,,-1.405300108,0.654669937,,0.428592726,1.974868394,,1
-1.5689,0.71716,,,,-1.568900108,0.717159937,,0.514318375,2.461447549,,1
-1.5681,0.74823,,,,-1.568100108,0.748229937,,0.559848039,2.458937949,,1
-1.559,0.77755,,,,-1.559000108,0.777549937,,0.604583905,2.430481337,,1
-1.4436,0.78427,,,,-1.443600108,0.784269937,,0.615079334,2.083981272,,1
-1.5851,0.84286,,,,-1.585100108,0.842859937,,0.710412873,2.512542352,,1
-1.5583,0.86879,,,,-1.558300108,0.868789937,,0.754795955,2.428299227,,1
-1.5712,0.90255,,,,-1.571200108,0.902549937,,0.814596389,2.468669779,,1
-1.5273,0.92459,,,,-1.527300108,0.924589937,,0.854866552,2.33264562,,1
-1.4736,0.9437,,,,-1.473600108,0.943699937,,0.890569571,2.171497278,,1
-1.4294,0.96372,,,,-1.429400108,0.963719937,,0.928756117,2.043184669,,1
-1.317,0.96866,,,,-1.317000108,0.968659937,,0.938302074,1.734489284,,1
-1.1707,0.96418,,,,-1.170700108,0.964179937,,0.929642951,1.370538743,,1
-1.0382,0.95968,,,,-1.038200108,0.959679937,,0.920985581,1.077859464,,1
-0.7514,0.92,,,,-0.751400108,0.919999937,,0.846399884,0.564602122,,1
-0.60111,0.90336,,,,-0.601110108,0.903359937,,0.816059176,0.361333362,,1
-0.49986,0.89404,,,,-0.499860108,0.894039937,,0.799307409,0.249860128,,1
-0.18628,0.83793,,,,-0.186280108,0.837929937,,0.702126579,0.034700279,,1
-0.088505,0.82104,,,,-0.088505108,0.821039937,,0.674106578,0.007833154,,1
0.031612,0.79748,,,,0.031611892,0.797479937,,0.63597425,0.000999312,,1
0.10298,0.78179,,,,0.102979892,0.781789937,,0.611195506,0.010604858,,1
0.20203,0.75882,,,,0.202029892,0.758819937,,0.575807697,0.040816077,,1
0.3885,0.71544,,,,0.388499892,0.715439937,,0.511854303,0.150932166,,1
0.39591,0.70607,,,,0.395909892,0.706069937,,0.498534756,0.156744643,,1
0.61307,0.65232,,,,0.613069892,0.652319937,,0.4255213,0.375854692,,1
0.71848,0.61778,,,,0.718479892,0.617779937,,0.381652051,0.516213355,,1
0.71929,0.60319,,,,0.719289892,0.603189937,,0.3638381,0.517377949,,1
0.78611,0.57465,,,,0.786109892,0.574649937,,0.33022255,0.617968762,,1
0.80065,0.55579,,,,0.800649892,0.555789937,,0.308902454,0.64104025,,1
0.95623,0.5069,,,,0.956229892,0.506899937,,0.256947546,0.914375606,,1
1.0394,0.47016,,,,1.039399892,0.470159937,,0.221050366,1.080352135,,1
1.0131,0.45483,,,,1.013099892,0.454829937,,0.206870272,1.026371391,,1
1.0459,0.42757,,,,1.045899892,0.427569937,,0.182816051,1.093906584,,1
1.1684,0.38073,,,,1.168399892,0.380729937,,0.144955285,1.365158308,,1
1.1483,0.36149,,,,1.148299892,0.361489937,,0.130674975,1.318592642,,1
1.1586,0.33626,,,,1.158599892,0.336259937,,0.113070745,1.34235371,,1
1.1716,0.31025,,,,1.171599892,0.310249937,,0.096255023,1.372646307,,1
1.1169,0.29824,,,,1.116899892,0.298239937,,0.08894706,1.247465369,,1
1.1575,0.26725,,,,1.157499892,0.267249937,,0.071422529,1.339806,,1
1.3354,0.20648,,,,1.335399892,0.206479937,,0.042633964,1.783292872,,1
1.2141,0.20524,,,,1.214099892,0.205239937,,0.042123432,1.474038548,,1
1.3304,0.15634,,,,1.330399892,0.156339937,,0.024442176,1.769963873,,1
1.4197,0.11078,,,,1.419699892,0.110779937,,0.012272194,2.015547783,,1
1.283,0.1111,,,,1.282999892,0.111099937,,0.012343196,1.646088723,,1
1.3747,0.065986,,,,1.374699892,0.065985937,,0.004354144,1.889799793,,1
1.3186,0.050208,,,,1.318599892,0.050207937,,0.002520837,1.738705675,,1
1.4029,0.0059432,,,,1.402899892,0.005943137,,3.53209E-05,1.968128107,,1
1.3519,-0.011474,,,,1.351899892,-0.011474063,,0.000131654,1.827633318,,1
1.4187,-0.052715,,,,1.418699892,-0.052715063,,0.002778878,2.012709384,,1
1.4565,-0.089169,,,,1.456499892,-0.089169063,,0.007951122,2.121391935,,1
1.4819,-0.12377,,,,1.481899892,-0.123770063,,0.015319028,2.19602729,,1
1.3553,-0.12685,,,,1.355299892,-0.126850063,,0.016090938,1.836837797,,1
1.2973,-0.14185,,,,1.297299892,-0.141850063,,0.02012144,1.68298701,,1
1.4431,-0.19865,,,,1.443099892,-0.198650063,,0.039461848,2.082537298,,1
1.4292,-0.2247,,,,1.429199892,-0.224700063,,0.050490118,2.042612331,,1
1.2626,-0.21828,,,,1.262599892,-0.218280063,,0.047646186,1.594158487,,1
1.2748,-0.24622,,,,1.274799892,-0.246220063,,0.060624319,1.625114765,,1
1.3342,-0.28437,,,,1.334199892,-0.284370063,,0.080866333,1.780089352,,1
1.2935,-0.30258,,,,1.293499892,-0.302580063,,0.091554695,1.673141971,,1
1.4555,-0.36274,,,,1.455499892,-0.362740063,,0.131580353,2.118479936,,1
1.4689,-0.3948,,,,1.468899892,-0.394800063,,0.15586709,2.157666893,,1
1.4494,-0.42018,,,,1.449399892,-0.420180063,,0.176551285,2.100760047,,1
1.4409,-0.4475,,,,1.440899892,-0.447500063,,0.200256306,2.076192499,,1
1.3414,-0.45546,,,,1.341399892,-0.455460063,,0.207443869,1.79935367,,1
1.4179,-0.49854,,,,1.417899892,-0.498540063,,0.248542194,2.010440104,,1
1.3897,-0.52107,,,,1.389699892,-0.521070063,,0.271514011,1.93126579,,1
1.4362,-0.55879,,,,1.436199892,-0.558790063,,0.312246335,2.06267013,,1
1.5152,-0.60429,,,,1.515199892,-0.604290063,,0.36516648,2.295830713,,1
1.3991,-0.61025,,,,1.399099892,-0.610250063,,0.372405139,1.957480508,,1
1.4528,-0.64967,,,,1.452799892,-0.649670063,,0.422071191,2.110627526,,1
1.4259,-0.67319,,,,1.425899892,-0.673190063,,0.453184861,2.033190502,,1
1.3943,-0.69516,,,,1.394299892,-0.695160063,,0.483247513,1.944072189,,1
1.5043,-0.74637,,,,1.504299892,-0.746370063,,0.557068271,2.262918165,,1
1.5571,-0.78771,,,,1.557099892,-0.787710063,,0.620487143,2.424560074,,1
1.5178,-0.81068,,,,1.517799892,-0.810680063,,0.657202165,2.303716512,,1
1.436,-0.82391,,,,1.435999892,-0.823910063,,0.678827792,2.06209569,,1
1.3618,-0.83712,,,,1.361799892,-0.837120063,,0.70077,1.854498946,,1
1.3463,-0.86122,,,,1.346299892,-0.861220063,,0.741699997,1.812523399,,1
1.4003,-0.89963,,,,1.400299892,-0.899630063,,0.80933425,1.960839788,,1
1.5115,-0.95122,,,,1.511499892,-0.951220063,,0.904819608,2.284631924,,1
1.5668,-0.99323,,,,1.566799892,-0.993230063,,0.986505958,2.454861902,,1
1.4012,-0.98977,,,,1.401199892,-0.989770063,,0.979644778,1.963361137,,1
1.1921,-0.974,,,,1.192099892,-0.974000063,,0.948676123,1.421102153,,1
1.0139,-0.96055,,,,1.013899892,-0.960550063,,0.922656424,1.027992991,,1
0.94806,-0.96723,,,,0.948059892,-0.967230063,,0.935533995,0.898817559,,1
0.65847,-0.9254,,,,0.658469892,-0.925400063,,0.856365277,0.433582599,,1
0.54927,-0.9158,,,,0.549269892,-0.915800063,,0.838689755,0.301697414,,1
0.49916,-0.91647,,,,0.499159892,-0.916470063,,0.839917376,0.249160598,,1
0.23873,-0.87179,,,,0.238729892,-0.871790063,,0.760017914,0.056991961,,1
0.15556,-0.85927,,,,0.155559892,-0.859270063,,0.738345041,0.02419888,,1
0.049273,-0.84021,,,,0.049272892,-0.840210063,,0.70595295,0.002427818,,1
-0.13214,-0.80319,,,,-0.132140108,-0.803190063,,0.645114277,0.017461008,,1
-0.32901,-0.75926,,,,-0.329010108,-0.759260063,,0.576475843,0.108247651,,1
-0.43844,-0.72983,,,,-0.438440108,-0.729830063,,0.532651921,0.192229728,,1
-0.39342,-0.73076,,,,-0.393420108,-0.730760063,,0.53401027,0.154779381,,1
-0.52086,-0.69623,,,,-0.520860108,-0.696230063,,0.484736301,0.271295252,,1
-0.60533,-0.6682,,,,-0.605330108,-0.668200063,,0.446491324,0.36642454,,1
-0.66473,-0.64375,,,,-0.664730108,-0.643750063,,0.414414144,0.441866116,,1
-0.86786,-0.58781,,,,-0.867860108,-0.587810063,,0.34552067,0.753181167,,1
-0.8883,-0.56632,,,,-0.888300108,-0.566320063,,0.320718414,0.789077082,,1
-0.81328,-0.56454,,,,-0.813280108,-0.564540063,,0.318705483,0.661424534,,1
-1.0348,-0.50174,,,,-1.034800108,-0.501740063,,0.251743091,1.070811264,,1
-0.944,-0.50035,,,,-0.944000108,-0.500350063,,0.250350186,0.891136204,,1
-1.1855,-0.43072,,,,-1.185500108,-0.430720063,,0.185519773,1.405410506,,1
-1.2385,-0.396,,,,-1.238500108,-0.396000063,,0.15681605,1.533882518,,1
-1.2698,-0.36476,,,,-1.269800108,-0.364760063,,0.133049904,1.612392314,,1
-1.1887,-0.35662,,,,-1.188700108,-0.356620063,,0.127177869,1.413007947,,1
-1.3014,-0.30924,,,,-1.301400108,-0.309240063,,0.095629417,1.693642241,,1
-1.2016,-0.30438,,,,-1.201600108,-0.304380063,,0.092647223,1.44384282,,1
-1.3537,-0.24843,,,,-1.353700108,-0.248430063,,0.061717496,1.832503982,,1
-1.3739,-0.21724,,,,-1.373900108,-0.217240063,,0.047193245,1.887601507,,1
-1.1948,-0.22767,,,,-1.194800108,-0.227670063,,0.051833658,1.427547298,,1
-1.3064,-0.18038,,,,-1.306400108,-0.180380063,,0.032536967,1.706681242,,1
-1.1814,-0.18073,,,,-1.181400108,-0.180730063,,0.032663356,1.395706215,,1
-1.4123,-0.10856,,,,-1.412300108,-0.108560063,,0.011785287,1.994591595,,1
-1.464,-0.069552,,,,-1.464000108,-0.069552063,,0.004837489,2.143296316,,1
-1.4212,-0.04944,,,,-1.421200108,-0.049440063,,0.00244432,2.019809747,,1
-1.3088,-0.044843,,,,-1.308800108,-0.044843063,,0.0020109,1.712957723,,1
-1.1318,-0.056102,,,,-1.131800108,-0.056102063,,0.003147441,1.280971484,,1
-1.1038,-0.039501,,,,-1.103800108,-0.039501063,,0.001560334,1.218374678,,1
-1.2143,0.0057247,,,,-1.214300108,0.005724637,,3.27715E-05,1.474524752,,1
-1.3885,0.066614,,,,-1.388500108,0.066613937,,0.004437417,1.92793255,,1
-1.4949,0.1167,,,,-1.494900108,0.116699937,,0.013618875,2.234726333,,1
-1.5457,0.15717,,,,-1.545700108,0.157169937,,0.024702389,2.389188824,,1
-1.4652,0.17099,,,,-1.465200108,0.170989937,,0.029237559,2.146811356,,1
-1.4539,0.19778,,,,-1.453900108,0.197779937,,0.039116903,2.113825524,,1
-1.5371,0.24427,,,,-1.537100108,0.244269937,,0.059667802,2.362676742,,1
-1.4912,0.26521,,,,-1.491200108,0.265209937,,0.070336311,2.223677762,,1
-1.6141,0.32081,,,,-1.614100108,0.320809937,,0.102919016,2.605319159,,1
-1.5058,0.33013,,,,-1.505800108,0.330129937,,0.108985775,2.267433965,,1
-1.3991,0.33763,,,,-1.399100108,0.337629937,,0.113993974,1.957481112,,1
-1.3283,0.35057,,,,-1.328300108,0.350569937,,0.122899281,1.764381177,,1
-1.353,0.38222,,,,-1.353000108,0.382219937,,0.14609208,1.830609292,,1
-1.4545,0.43055,,,,-1.454500108,0.430549937,,0.185373248,2.115570564,,1
-1.3622,0.44005,,,,-1.362200108,0.440049937,,0.193643947,1.855589134,,1
-1.4219,0.47975,,,,-1.421900108,0.479749937,,0.230160002,2.021799917,,1
-1.4283,0.50941,,,,-1.428300108,0.509409937,,0.259498484,2.040041199,,1
-1.5627,0.5662,,,,-1.562700108,0.566199937,,0.320582369,2.442031628,,1
-1.6143,0.60821,,,,-1.614300108,0.608209937,,0.369919327,2.605964839,,1
-1.4964,0.61551,,,,-1.496400108,0.615509937,,0.378852483,2.239213283,,1
-1.4018,0.62536,,,,-1.401800108,0.625359937,,0.391075051,1.965043543,,1
-1.462,0.66597,,,,-1.462000108,0.665969937,,0.443515957,2.137444316,,1
-1.5257,0.70852,,,,-1.525700108,0.708519937,,0.502000501,2.32776082,,1
-1.4766,0.72855,,,,-1.476600108,0.728549937,,0.530785011,2.180347879,,1
-1.4263,0.74736,,,,-1.426300108,0.747359937,,0.558546875,2.034331998,,1
-1.5617,0.80429,,,,-1.561700108,0.804289937,,0.646882303,2.438907227,,1
-1.434,0.80848,,,,-1.434000108,0.808479937,,0.653639809,2.05635631,,1
-1.4044,0.8308,,,,-1.404400108,0.830799937,,0.690228535,1.972339663,,1
-1.42,0.86206,,,,-1.420000108,0.862059937,,0.743147335,2.016400307,,1
-1.4644,0.8997,,,,-1.464400108,0.899699937,,0.809459977,2.144467676,,1
-1.5804,0.95332,,,,-1.580400108,0.953319937,,0.908818902,2.497664501,,1
-1.6117,0.9914,,,,-1.611700108,0.991399937,,0.982873835,2.597577238,,1
-1.4388,0.98722,,,,-1.438800108,0.987219937,,0.974603204,2.070145751,,1
-1.2484,0.97588,,,,-1.248400108,0.975879937,,0.952341651,1.55850283,,1
-0.96262,0.94062,,,,-0.962620108,0.940619937,,0.884765866,0.926637472,,1
-0.71277,0.90721,,,,-0.712770108,0.907209937,,0.82302987,0.508041227,,1
-0.45215,0.86653,,,,-0.452150108,0.866529937,,0.750874132,0.20443972,,1
-0.4083,0.86633,,,,-0.408300108,0.866329937,,0.75052756,0.166708978,,1
-0.39572,0.87183,,,,-0.395720108,0.871829937,,0.760087439,0.156594404,,1
-0.22056,0.84281,,,,-0.220560108,0.842809937,,0.71032859,0.048646761,,1
-0.029725,0.80697,,,,-0.029725108,0.806969937,,0.651200479,0.000883582,,1
0.16705,0.76607,,,,0.167049892,0.766069937,,0.586863148,0.027905666,,1
0.21252,0.75313,,,,0.212519892,0.753129937,,0.567204702,0.045164704,,1
0.23971,0.74313,,,,0.239709892,0.743129937,,0.552242103,0.057460832,,1
0.44557,0.6949,,,,0.445569892,0.694899937,,0.482885922,0.198532529,,1
0.5737,0.65893,,,,0.573699892,0.658929937,,0.434188662,0.329131566,,1
0.5901,0.64395,,,,0.590099892,0.643949937,,0.414671521,0.348217883,,1
0.77366,0.59339,,,,0.773659892,0.593389937,,0.352111617,0.598549628,,1
0.80998,0.5702,,,,0.809979892,0.570199937,,0.325127968,0.656067425,,1
0.84829,0.54586,,,,0.848289892,0.545859937,,0.297963071,0.719595741,,1
0.94462,0.50851,,,,0.944619892,0.508509937,,0.258582356,0.89230674,,1
0.97505,0.48312,,,,0.975049892,0.483119937,,0.233404874,0.950722292,,1
0.96651,0.46534,,,,0.966509892,0.465339937,,0.216541257,0.934141371,,1
1.1326,0.4109,,,,1.132599892,0.410899937,,0.168838758,1.282782515,,1
1.1368,0.38727,,,,1.136799892,0.387269937,,0.149978004,1.292313994,,1
1.1611,0.35932,,,,1.161099892,0.359319937,,0.129110817,1.348152959,,1
1.1445,0.3395,,,,1.144499892,0.339499937,,0.115260207,1.309880003,,1
1.246,0.29511,,,,1.245999892,0.295109937,,0.087089875,1.552515731,,1
1.3265,0.25312,,,,1.326499892,0.253119937,,0.064069703,1.759601963,,1
1.369,0.21752,,,,1.368999892,0.217519937,,0.047314923,1.874160704,,1
1.2404,0.21715,,,,1.240399892,0.217149937,,0.047154095,1.538591892,,1
1.2711,0.18577,,,,1.271099892,0.185769937,,0.034510469,1.615694935,,1
1.2905,0.15614,,,,1.290499892,0.156139937,,0.02437968,1.665389971,,1
1.239,0.14109,,,,1.238999892,0.141089937,,0.01990637,1.535120732,,1
1.3204,0.099023,,,,1.320399892,0.099022937,,0.009805542,1.743455875,,1
1.3636,0.063405,,,,1.363599892,0.063404937,,0.004020186,1.859404665,,1
1.4187,0.024403,,,,1.418699892,0.024402937,,0.000595503,2.012709384,,1
1.5323,-0.028044,,,,1.532299892,-0.028044063,,0.000786469,2.347942959,,1
1.4389,-0.039116,,,,1.438899892,-0.039116063,,0.001530066,2.070432899,,1
1.3584,-0.051027,,,,1.358399892,-0.051027063,,0.002603761,1.845250267,,1
1.382,-0.083301,,,,1.381999892,-0.083301063,,0.006939067,1.909923701,,1
1.3661,-0.1077,,,,1.366099892,-0.107700063,,0.011599304,1.866228915,,1
1.4302,-0.14866,,,,1.430199892,-0.148660063,,0.022099814,2.045471731,,1
1.521,-0.19651,,,,1.520999892,-0.196510063,,0.038616205,2.313440671,,1
1.6026,-0.24427,,,,1.602599892,-0.244270063,,0.059667864,2.568326414,,1
1.4938,-0.2535,,,,1.493799892,-0.253500063,,0.064262282,2.231438117,,1
1.5766,-0.30094,,,,1.576599892,-0.300940063,,0.090564922,2.485667219,,1
1.6976,-0.35812,,,,1.697599892,-0.358120063,,0.12824998,2.881845393,,1
1.6222,-0.37629,,,,1.622199892,-0.376290063,,0.141594212,2.63153249,,1
1.4853,-0.37999,,,,1.485299892,-0.379990063,,0.144392448,2.206115769,,1
1.3844,-0.38855,,,,1.384399892,-0.388550063,,0.150971151,1.916563061,,1
1.4298,-0.42594,,,,1.429799892,-0.425940063,,0.181424937,2.044327731,,1
1.5037,-0.47023,,,,1.503699892,-0.470230063,,0.221116312,2.261113365,,1
1.4419,-0.48738,,,,1.441899892,-0.487380063,,0.237539326,2.079075299,,1
1.4736,-0.52304,,,,1.473599892,-0.523040063,,0.273570908,2.171496642,,1
1.6026,-0.57984,,,,1.602599892,-0.579840063,,0.336214499,2.568326414,,1
1.4613,-0.58222,,,,1.461299892,-0.582220063,,0.338980202,2.135397374,,1
1.4666,-0.61268,,,,1.466599892,-0.612680063,,0.37537686,2.150915243,,1
1.535,-0.65655,,,,1.534999892,-0.656550063,,0.431057985,2.356224668,,1
1.4431,-0.66799,,,,1.443099892,-0.667990063,,0.446210724,2.082537298,,1
1.4343,-0.69514,,,,1.434299892,-0.695140063,,0.483219707,2.05721618,,1
1.4215,-0.72124,,,,1.421499892,-0.721240063,,0.520187228,2.020661943,,1
1.4803,-0.76219,,,,1.480299892,-0.762190063,,0.580933692,2.19128777,,1
1.5075,-0.79766,,,,1.507499892,-0.797660063,,0.636261576,2.272555924,,1
1.6314,-0.85405,,,,1.631399892,-0.854050063,,0.72940151,2.661465608,,1
1.5736,-0.87462,,,,1.573599892,-0.874620063,,0.764960255,2.47621662,,1
1.5054,-0.89184,,,,1.505399892,-0.891840063,,0.795378698,2.266228835,,1
1.4727,-0.91516,,,,1.472699892,-0.915160063,,0.837517941,2.168844972,,1
1.6259,-0.97705,,,,1.625899892,-0.977050063,,0.954626826,2.643550459,,1
1.5461,-0.99303,,,,1.546099892,-0.993030063,,0.986108706,2.390424876,,1
1.2745,-0.96695,,,,1.274499892,-0.966950063,,0.934992424,1.624349975,,1
1.0474,-0.94482,,,,1.047399892,-0.944820063,,0.892684951,1.097046534,,1
0.87021,-0.92867,,,,0.870209892,-0.928670063,,0.862428086,0.757265256,,1
0.64662,-0.89918,,,,0.646619892,-0.899180063,,0.808524786,0.418117285,,1
0.44211,-0.86925,,,,0.442109892,-0.869250063,,0.755595672,0.195461157,,1
0.26265,-0.8405,,,,0.262649892,-0.840500063,,0.706440356,0.068984966,,1
0.1085,-0.8135,,,,0.108499892,-0.813500063,,0.661782353,0.011772227,,1
-0.028428,-0.78704,,,,-0.028428108,-0.787040063,,0.619432061,0.000808157,,1
-0.22018,-0.74627,,,,-0.220180108,-0.746270063,,0.556919007,0.04847928,,1
-0.24759,-0.73632,,,,-0.247590108,-0.736320063,,0.542167235,0.061300862,,1
-0.38147,-0.70337,,,,-0.381470108,-0.703370063,,0.494729446,0.145519443,,1
-0.52475,-0.66575,,,,-0.524750108,-0.665750063,,0.443223146,0.275362676,,1
-0.39626,-0.68256,,,,-0.396260108,-0.682560063,,0.46588824,0.157022073,,1
-0.57055,-0.63809,,,,-0.570550108,-0.638090063,,0.407158929,0.325527426,,1
-0.60371,-0.61988,,,,-0.603710108,-0.619880063,,0.384251293,0.364465895,,1
-0.68732,-0.59036,,,,-0.687320108,-0.590360063,,0.348525004,0.472408931,,1
-0.88181,-0.53579,,,,-0.881810108,-0.535790063,,0.287070992,0.777589067,,1
-0.89247,-0.51609,,,,-0.892470108,-0.516090063,,0.266348953,0.796502894,,1
-0.82799,-0.512,,,,-0.827990108,-0.512000063,,0.262144065,0.685567619,,1
-0.84871,-0.49124,,,,-0.848710108,-0.491240063,,0.2413168,0.720308847,,1
-0.94187,-0.45478,,,,-0.941870108,-0.454780063,,0.206824906,0.8871193,,1
-0.87577,-0.45004,,,,-0.875770108,-0.450040063,,0.202536058,0.766973282,,1
-1.034,-0.39932,,,,-1.034000108,-0.399320063,,0.159456513,1.069156223,,1
